from_year,area.avg,to_year,model,group,weight
2015,8.65755,NA,Hyundai,i40 Wagon Wagon,1468.3076923076924
2016,8.1354,NA,Hyundai,Ioniq Hatchback,1403.3333333333333
2016,5.3872,NA,Hyundai,Ioniq Electric Hatchback,940
2010,7.2365,2015,Hyundai,ix20 Mpv,1172.6470588235295
2015,7.2365,NA,Hyundai,ix20 Mpv,1172.2
2010,8.0262,2013,Hyundai,ix35 Suv,1435.6875
2013,8.0262,2015,Hyundai,ix35 Suv,1469.78125
2017,6.974,NA,Hyundai,Kona Hatchback,1191.888888888889
2018,2.826,NA,Hyundai,Kona Electric Hatchback,680
1991,7.29965,1993,Hyundai,Lantra Sedan,1042.3333333333333
1993,7.398168,1995,Hyundai,Lantra Sedan,1115.857142857143
1995,7.514,1998,Hyundai,Lantra Sedan,1104.3846153846155
1998,7.565,2000,Hyundai,Lantra Sedan,1110
1995,7.565,1999,Hyundai,Lantra Wagon Wagon,1150.5
1999,7.565,2001,Hyundai,Lantra Wagon Wagon,1107.3333333333333
2001,7.0035,2008,Hyundai,Matrix Mpv,1249.9333333333334
2008,7.0644,2010,Hyundai,Matrix Mpv,1223
2018,8.8536,NA,Hyundai,Nexo Suv,1789
1981,6.18526,1983,Hyundai,Pony Hatchback,910
1981,6.18526,1984,Hyundai,Pony Hatchback,910
1982,6.309414,1986,Hyundai,Pony Hatchback,922.75
1985,6.356075,1989,Hyundai,Pony Hatchback,912.3333333333334
1986,6.643175,1989,Hyundai,Pony Sedan,922.3333333333334
1987,6.356075,1989,Hyundai,Pony Hatchback,914
1989,6.5887,1994,Hyundai,Pony Hatchback,941.25
1989,6.5887,1994,Hyundai,Pony Hatchback,975
1981,6.228884,1983,Hyundai,Pony Combi Wagon,922
2000,8.241923076923078,2004,Hyundai,Santa Fe Suv,1645.3076923076924
2004,8.265,2007,Hyundai,Santa Fe Suv,1655.3333333333333
2006,8.83575,2010,Hyundai,Santa Fe Suv,1738.157894736842
2010,8.8074,2012,Hyundai,Santa Fe Suv,1733.55
2012,8.8172,NA,Hyundai,Santa Fe Suv,1683.857142857143
2016,8.836,NA,Hyundai,Santa Fe Suv,1763.1666666666667
2019,9.0153,NA,Hyundai,Santa Fe Suv,1803.75
1997,8.629557142857143,2000,Hyundai,Satellite Mpv,1839.142857142857
1990,6.76547,1992,Hyundai,Scoupe Coupe,988
1992,6.76547,1996,Hyundai,Scoupe Coupe,966
1989,8.19468,1993,Hyundai,Sonata Sedan,1226.4117647058824
1993,8.319,1996,Hyundai,Sonata Sedan,1214.090909090909
1996,8.319,1998,Hyundai,Sonata Sedan,1275
1998,8.56278,2001,Hyundai,Sonata Sedan,1303.5
2001,8.63954,2005,Hyundai,Sonata Sedan,1434.3333333333333
2005,8.7936,2008,Hyundai,Sonata Sedan,1493.076923076923
2008,8.7936,2010,Hyundai,Sonata Sedan,1496.8333333333333
1984,7.7171639999999995,1989,Hyundai,Stellar Sedan,1080.8333333333333
2001,8.7606,2004,Hyundai,Terracan Suv,1963.5714285714287
2004,8.7606,2007,Hyundai,Terracan Suv,1967.6666666666667
2000,8.6388,2004,Hyundai,Trajet Mpv,1752.857142857143
2004,8.6388,2008,Hyundai,Trajet Mpv,1770.4
2004,7.91475,2010,Hyundai,Tucson Suv,1549.2777777777778
2015,8.27875,NA,Hyundai,Tucson Suv,1379.6
2018,8.288,NA,Hyundai,Tucson Suv,1474.4285714285713
2011,7.570578571428571,2014,Hyundai,Veloster Hatchback,1185
1999,8.878625,2003,Hyundai,XG Sedan,1542.5
2003,8.896875,2005,Hyundai,XG Sedan,1650
2008,8.352818181818183,2013,Infiniti,EX Suv,1835.4545454545455
2008,9.3991,2013,Infiniti,FX Suv,1999.5294117647059
2008,8.4429,2013,Infiniti,G Sedan,1646.090909090909
2009,8.62566,2013,Infiniti,G Cabrio Convertible,1893
2008,8.4812,2013,Infiniti,G Coupe Coupe,1659.857142857143
2010,9.123525,2014,Infiniti,M Sedan,1789.090909090909
2015,7.987125,NA,Infiniti,Q30 Hatchback,1375.625
2013,8.724625,NA,Infiniti,Q50 Sedan,1656.0625
2013,8.62566,2016,Infiniti,Q60 Cabrio Convertible,1898
2013,8.4812,2016,Infiniti,Q60 Coupe Coupe,1665
2016,8.6765,NA,Infiniti,Q60 Coupe Coupe,1695.5
2014,9.123525,2015,Infiniti,Q70 Sedan,1822.142857142857
2015,9.1881,NA,Infiniti,Q70 Sedan,1786.05
2016,8.031375,NA,Infiniti,QX30 Hatchback,1508.1666666666667
2013,8.3538,NA,Infiniti,QX50 Suv,1841.4
2013,9.3991,NA,Infiniti,QX70 Suv,1984
1981,4.8184,1982,Innocenti,90/120 Hatchback,725
2017,8.71968,NA,Jaguar,E-Pace Suv,1858.125
2015,9.159216,NA,Jaguar,F-Pace Suv,1790
2013,8.596684090909092,NA,Jaguar,F-type Convertible Convertible,1654.4545454545455
2017,8.44857,NA,Jaguar,F-type Convertible Convertible,1628.4375
2014,8.596771500000001,NA,Jaguar,F-type Coupe Coupe,1633.9
2017,8.44857,NA,Jaguar,F-type Coupe Coupe,1609.0625
2018,9.415502,NA,Jaguar,I-Pace Suv,2133
1999,8.842159,2002,Jaguar,S-Type Sedan,1676.25
2002,8.866386,2004,Jaguar,S-Type Sedan,1683.4615384615386
2004,8.91729,2007,Jaguar,S-Type Sedan,1709.9615384615386
1986,8.7615,1992,Jaguar,V12 Sedan,1860
2001,8.358208,2008,Jaguar,X-Type Sedan,1523.8387096774193
2008,8.358208,2010,Jaguar,X-Type Sedan,1538.5
2004,8.436924,2008,Jaguar,X-Type Estate Wagon,1579.4
2008,8.436924,2010,Jaguar,X-Type Estate Wagon,1597.5
2014,8.6432,NA,Jaguar,XE Sedan,1537.375
2019,8.6543,NA,Jaguar,XE Sedan,1656.5
2008,9.311797,2011,Jaguar,XF Sedan,1789.05
2011,9.311797,2015,Jaguar,XF Sedan,1786.4375
2015,9.31352,NA,Jaguar,XF Sedan,1640.3125
2012,9.321182,2015,Jaguar,XF Sportbrake Wagon,1855.625
2017,9.31352,NA,Jaguar,XF Sportbrake Wagon,1730.3125
1982,8.77743,1986,Jaguar,XJ Sedan,1772.857142857143
1986,8.943484,1994,Jaguar,XJ Sedan,1729.2105263157894
1994,9.109727136363636,1997,Jaguar,XJ Sedan,1768
1997,9.113134333333333,2003,Jaguar,XJ Sedan,1726.111111111111
2003,9.5545875,2007,Jaguar,XJ Sedan,1586.8333333333333
2007,9.56911875,2009,Jaguar,XJ Sedan,1629.125
2009,9.82054003125,2015,Jaguar,XJ Sedan,1823.625
2015,9.840776250000001,NA,Jaguar,XJ Sedan,1810
2015,9.826646785714287,NA,Jaguar,XJ Sedan,1811.7857142857142
1982,8.578364,1996,Jaguar,XJS Coupe,1742.7272727272727
1985,8.541852,1987,Jaguar,XJS Cabrio Convertible,1707.5
1988,8.584884,1996,Jaguar,XJS Convertible Convertible,1800.7142857142858
1996,8.70604,2002,Jaguar,XK Coupe,1627.5
2002,8.735304,2006,Jaguar,XK Coupe,1710
2006,9.064572,2009,Jaguar,XK Coupe,1618.3333333333333
2009,9.070248,2011,Jaguar,XK Coupe,1706.5
1996,8.70604,2002,Jaguar,XK Convertible Convertible,1722.5
2002,8.735304,2006,Jaguar,XK Convertible Convertible,1795
2006,9.064572,2009,Jaguar,XK Convertible Convertible,1661.6666666666667
2009,9.070248,2011,Jaguar,XK Convertible Convertible,1730.6666666666667
2011,9.070248,2015,Jaguar,XK Convertible Convertible,1748
2011,9.070248,2015,Jaguar,XK Coupe Coupe,1706.5
1989,7.5896,1993,Jeep,Cherokee Suv,1436
1989,7.5896,1997,Jeep,Cherokee Suv,1482
1997,7.61466,2001,Jeep,Cherokee Suv,1524.6666666666667
2001,8.070903,2005,Jeep,Cherokee Suv,1836.3636363636363
2005,8.178224,2008,Jeep,Cherokee Suv,1866.7777777777778
2008,8.262627,2011,Jeep,Cherokee Suv,1941.6666666666667
2014,8.607394374999998,NA,Jeep,Cherokee Suv,1835.9375
2019,8.596016,NA,Jeep,Cherokee Suv,1853
2006,9.090513,2010,Jeep,Commander Suv,2323.5714285714284
2006,7.97305,2011,Jeep,Compass Suv,1462.142857142857
2011,8.059776,2013,Jeep,Compass Suv,1481.8235294117646
2013,8.09058,NA,Jeep,Compass Suv,1552.6666666666667
2017,7.697473,NA,Jeep,Compass Suv,1410.6470588235295
1993,7.9530896,1999,Jeep,Grand Cherokee Suv,1783.6
1999,8.56538,2001,Jeep,Grand Cherokee Suv,1848
2001,8.483307,2003,Jeep,Grand Cherokee Suv,1888.857142857143
2003,8.58018,2005,Jeep,Grand Cherokee Suv,1913.7142857142858
2005,8.889772222222222,2008,Jeep,Grand Cherokee Suv,2117.3333333333335
2008,8.889772222222222,2011,Jeep,Grand Cherokee Suv,2111.6666666666665
2011,9.381180923076924,2013,Jeep,Grand Cherokee Suv,2230.153846153846
2013,9.397521333333334,NA,Jeep,Grand Cherokee Suv,2286.9444444444443
2007,7.73955,2011,Jeep,Patriot Suv,1509
2014,7.6805156666666665,NA,Jeep,Renegade Suv,1330.2666666666667
2018,7.64598,NA,Jeep,Renegade Suv,1341.142857142857
1991,6.501204,1996,Jeep,Wrangler Suv,1399.25
1991,6.501204,1996,Jeep,Wrangler Suv,1529
1996,6.75642,2002,Jeep,Wrangler Suv,1448.3333333333333
2002,6.9384,2007,Jeep,Wrangler Suv,1473
2007,7.909679,NA,Jeep,Wrangler Suv,1784.03125
2019,8.208596,NA,Jeep,Wrangler Suv,1884.5
2007,8.917627,NA,Jeep,Wrangler Unlimited Suv,1935.96875
2019,9.246508,NA,Jeep,Wrangler Unlimited Suv,2008
1998,7.568,2001,Josse,Indigo 3000 Convertible,1000
2000,7.586251,2002,Kia,Carens Mpv,1189
2002,7.853764,2006,Kia,Carens Mpv,1395.65
2006,8.181,2011,Kia,Carens Mpv,1466.4166666666667
2013,8.167625,NA,Kia,Carens Mpv,1435.34375
2016,8.167625,NA,Kia,Carens Mpv,1408.6666666666667
1999,9.291,2002,Kia,Carnival Mpv,1799.25
2002,9.3575,2006,Kia,Carnival Mpv,1926.75
2006,9.54785,2008,Kia,Carnival Mpv,2004.6
2007,7.58065,2009,Kia,Ceed Hatchback,1226.40625
2009,7.6254,2012,Kia,Ceed Hatchback,1215.5
2012,7.6718,2015,Kia,Ceed Hatchback,1221
2015,7.6718,NA,Kia,Ceed Hatchback,1215.3214285714287
2018,7.758,NA,Kia,Ceed Hatchback,1249.8846153846155
2018,8.28,NA,Kia,Ceed Sportswagon Wagon,1286.5
2007,8.0013,2009,Kia,Ceed Sporty Wagon Wagon,1274.4375
2009,8.0371,2012,Kia,Ceed Sporty Wagon Wagon,1267.037037037037
2012,8.0189,2015,Kia,Ceed SW Wagon,1266.391304347826
2015,8.0189,NA,Kia,Ceed SW Wagon,1238.3703703703704
2004,7.5299,2007,Kia,Cerato Hatchback,1241.5454545454545
2004,7.7728,2007,Kia,Cerato Sedan,1228.111111111111
2007,7.7728,2008,Kia,Cerato Sedan,1221.4
1996,8.31192,1999,Kia,Clarus Sedan,1225
1999,8.37387,2000,Kia,Clarus Sedan,1229.6666666666667
1999,8.47875,2001,Kia,Clarus Wagon Wagon,1285
2019,7.896875,NA,Kia,e-Niro Suv,1712
2019,7.551,NA,Kia,e-Soul Hatchback,1657
1999,7.8604,2003,Kia,Joice Mpv,1325
2001,8.5668,2003,Kia,Magentis Sedan,1391
2003,8.6086,2006,Kia,Magentis Sedan,1389.3333333333333
2006,8.546675,2008,Kia,Magentis Sedan,1457.4
2001,7.7572,2003,Kia,Mentor Sedan,1079.3333333333333
2016,7.860775,NA,Kia,Niro Suv,1424.9375
2019,7.136196428571429,NA,Kia,Niro Suv,1298.2857142857142
2003,9.21115,2008,Kia,Opirus Sedan,1797
2012,8.86635,2014,Kia,Optima Sedan,1531.3333333333333
2014,8.86635,2015,Kia,Optima Sedan,1525.2
2015,9.0303,NA,Kia,Optima Sedan,1549.2307692307693
2018,9.0303,NA,Kia,Optima Sedan,1472.5
2016,9.0303,NA,Kia,Optima SW Wagon,1566.3636363636363
2018,9.0303,NA,Kia,Optima SW Wagon,1573.3333333333333
2004,5.574525,2007,Kia,Picanto Hatchback,853.3846153846154
2007,5.638325,2010,Kia,Picanto Hatchback,856.7142857142857
2010,5.66225,2011,Kia,Picanto Hatchback,834.1111111111111
2011,5.734025,2015,Kia,Picanto Hatchback,830.625
2011,5.734025,2015,Kia,Picanto Hatchback,832.34375
2015,5.734025,NA,Kia,Picanto Hatchback,827.5
2015,5.734025,NA,Kia,Picanto Hatchback,840.3125
2017,5.734025,NA,Kia,Picanto Hatchback,843.952380952381
1995,5.721825,2000,Kia,Pride Hatchback,782.25
1995,5.7418875,2000,Kia,Pride Hatchback,807
1999,6.29481,2000,Kia,Pride Wagon Wagon,823
2008,7.6075,2010,Kia,Pro_Ceed Hatchback,1227.076923076923
2010,7.6254,2011,Kia,Pro_Ceed Hatchback,1210.8
2011,7.6075,2012,Kia,Pro_Ceed Hatchback,1217.7307692307693
2012,7.6718,2015,Kia,Pro_Ceed Hatchback,1218.9130434782608
2015,7.6718,NA,Kia,Pro_Ceed Hatchback,1215
2019,8.289,NA,Kia,ProCeed Hatchback,1311.75
2000,7.060125,2003,Kia,Rio Hatchback,992.4545454545455
2000,7.060125,2003,Kia,Rio Sedan,963.6363636363636
2003,7.1232,2005,Kia,Rio Hatchback,1060.5714285714287
2003,7.1232,2005,Kia,Rio Sedan,1022.6666666666666
2005,6.76305,2011,Kia,Rio Hatchback,1090.2068965517242
2011,6.9574,2015,Kia,Rio Hatchback,1047.5
2011,6.9574,2015,Kia,Rio Hatchback,1046
2015,6.966,2016,Kia,Rio Hatchback,1013
2015,6.966,NA,Kia,Rio Hatchback,1058.4615384615386
2017,7.012125,NA,Kia,Rio Hatchback,1069.8823529411766
1993,7.24176,1995,Kia,Sephia Sedan,1040
1995,7.24176,1998,Kia,Sephia Sedan,967.5
1996,7.191,1998,Kia,Sephia Hatchback,1040
1998,7.574597,2001,Kia,Sephia Sedan,1049.5
1998,7.656725,2001,Kia,Shuma Hatchback,1084.25
2001,7.7572,2004,Kia,Shuma Hatchback,1097
2002,8.508321,2006,Kia,Sorento Suv,1912.7692307692307
2006,8.65215,2009,Kia,Sorento Suv,1943.3333333333333
2009,8.831225,2012,Kia,Sorento Suv,1688.6
2012,8.831225,2015,Kia,Sorento Suv,1669.625
2015,9.0342,NA,Kia,Sorento Suv,1807.25
2017,9.072,NA,Kia,Sorento Suv,1845.4
2009,7.327425,2012,Kia,Soul Hatchback,1209.5
2012,7.327425,2013,Kia,Soul Hatchback,1180
2014,7.452,NA,Kia,Soul Hatchback,1465
1994,7.460625,1999,Kia,Sportage Suv,1445.75
1999,7.696332,2003,Kia,Sportage Suv,1450.2
2004,7.83,2007,Kia,Sportage Suv,1551.65
2007,7.988181818181817,2008,Kia,Sportage Suv,1543.5454545454545
2008,7.983923076923077,2010,Kia,Sportage Suv,1540.6153846153845
2010,8.2362,2014,Kia,Sportage Suv,1428.25
2014,8.2362,2016,Kia,Sportage Suv,1343.8846153846155
2016,8.3104,NA,Kia,Sportage Suv,1422.1538461538462
2018,8.328949999999999,NA,Kia,Sportage Suv,1499.6875
2017,9.0321,NA,Kia,Stinger Hatchback,1724.3333333333333
2017,7.2864,NA,Kia,Stonic Suv,1096.75
2009,7.18002,2015,Kia,Venga Hatchback,1209.5625
2015,7.192375,NA,Kia,Venga Hatchback,1166.5
1999,7.1652,2007,Lada,110 Sedan,1017.5
2000,7.1988,2007,Lada,111 Wagon,1041
2000,7.0056,2007,Lada,112 Hatchback,1027.5
1983,6.561603,1989,Lada,1200 Sedan,934
1985,6.66468,1998,Lada,2104 Stationcar Wagon,1048
1981,6.68736,1994,Lada,2105 Sedan,988.6666666666666
1983,6.701245714285714,1996,Lada,2107 Sedan,998.5714285714286
2010,6.868,2013,Lada,Kalina 1117 Wagon,1128
2006,6.868,2013,Lada,Kalina 1118 Sedan,1089
2007,6.545,2013,Lada,Kalina 1119 Hatchback,1074
1987,6.258,2010,Lada,Niva Suv,1196.25
2010,7.308,2013,Lada,Priora 2170 Hatchback,1103
2010,7.2912,2013,Lada,Priora 2171 Wagon,1103
2010,7.0728,2013,Lada,Priora 2172 Hatchback,1103
1986,6.553,1999,Lada,Samara Hatchback,911.6666666666666
1988,6.528666666666667,1999,Lada,Samara Hatchback,936.1111111111111
1995,6.48,1996,Lada,Samara Cabriolet Convertible,1010
1992,6.93,1998,Lada,Samara Diva Sedan,950
2011,9.723700000000001,NA,Lamborghini,Aventador Coupe,1550
2017,9.744,NA,Lamborghini,Aventador Coupe,1575
2013,9.7034,NA,Lamborghini,Aventador Roadster Convertible,1575
2017,9.7034,NA,Lamborghini,Aventador Roadster Convertible,1575
1990,9.125736,1999,Lamborghini,Diablo Coupe,1561.2
1999,9.112,2000,Lamborghini,Diablo Coupe,1593.3333333333333
2000,9.1188,2001,Lamborghini,Diablo Coupe,1625
2003,8.222615384615384,2014,Lamborghini,Gallardo Coupe,1389.2307692307693
2006,8.253328571428572,2014,Lamborghini,Gallardo Spyder Convertible,1550
2014,8.579116,NA,Lamborghini,Huracan Coupe,1403.75
2016,8.579116,NA,Lamborghini,Huracan Spyder Convertible,1525.5
2001,9.3661,2006,Lamborghini,Murcielago Coupe,1650
2006,9.837986666666666,2011,Lamborghini,Murcielago Coupe,1665
2004,9.3661,2007,Lamborghini,Murcielago Roadster Convertible,1665
2007,9.48738,2011,Lamborghini,Murcielago Roadster Convertible,1690
2018,10.305792,NA,Lamborghini,Urus Suv,2200
1982,4.58454,1986,Autobianchi,A112 Hatchback,676.6666666666666
1980,7.37845,1982,Lancia,Beta Sedan,1155
1983,6.59175,1984,Lancia,Beta Coupe Coupe,1070
1981,6.64984,1982,Lancia,Beta Spider Coupe,1050
1990,7.3831,1994,Lancia,Dedra Sedan,1208.3333333333333
1995,7.3831,1998,Lancia,Dedra Sedan,1217
1998,7.3831,1999,Lancia,Dedra Sedan,1215
1994,7.396129,1998,Lancia,Dedra Station Wagon Wagon,1270.5
1998,7.396129,1999,Lancia,Dedra SW Wagon,1255
1980,6.2937,1983,Lancia,Delta Hatchback,966.6666666666666
1983,6.43323,1993,Lancia,Delta Hatchback,1071.8
1993,6.85881,1996,Lancia,Delta Hatchback,1221.75
1996,6.943041,1998,Lancia,Delta Hatchback,1205
1998,6.980477,2000,Lancia,Delta Hatchback,1203.3333333333333
2008,8.12244,2011,Lancia,Delta Hatchback,1357.5
2011,8.12244,2015,Lancia,Delta Hatchback,1354.2592592592594
1995,7.055349,1996,Lancia,Delta HPE Hatchback,1286.6666666666667
1996,7.0012004999999995,1998,Lancia,Delta HPE Hatchback,1235
1998,7.0012004999999995,2000,Lancia,Delta HPE Hatchback,1235
2012,9.117321,2015,Lancia,Flavia Convertible,1765
1981,7.9234,1983,Lancia,Gamma Sedan,1340
1981,7.75905,1983,Lancia,Gamma Coupe Coupe,1290
1983,7.07025,1986,Lancia,HPE Coupe,1116.25
1995,8.558462,2000,Lancia,Kappa Sedan,1463.9
1997,8.339342,2000,Lancia,Kappa Coupe Coupe,1470
1996,8.558462,2000,Lancia,Kappa SW Wagon,1539.125
1999,7.784238,2001,Lancia,Lybra Sedan,1294
2001,7.784238,2005,Lancia,Lybra Sedan,1298.076923076923
1999,7.784238,2001,Lancia,Lybra SW Wagon,1334
2001,7.784238,2005,Lancia,Lybra SW Wagon,1338.076923076923
1980,6.459222,1982,Lancia,Monte Carlo Coupe,870
2004,6.76653,2008,Lancia,Musa Mpv,1168.1818181818182
2008,6.85143,2012,Lancia,Musa Mpv,1150
2002,8.84925,2008,Lancia,Phedra Mpv,1754.92
2008,8.84925,2011,Lancia,Phedra Mpv,1828.6666666666667
1983,6.7716,1990,Lancia,Prisma Sedan,1003.3333333333334
1985,8.066387,1989,Lancia,Thema Sedan,1181
1989,8.0368313,1992,Lancia,Thema Sedan,1269.6
1992,8.06796,1995,Lancia,Thema Sedan,1272.0666666666666
2011,9.635532,2014,Lancia,Thema Sedan,1893.5714285714287
1989,8.066387,1989,Lancia,Thema Pininfarina Wagon,1355
1991,8.057205,1992,Lancia,Thema Pininfarina Wagon,1340
1993,8.081775,1994,Lancia,Thema Station Wagon Wagon,1309
2002,8.94504,2008,Lancia,Thesis Sedan,1775
1981,7.42963,1985,Lancia,Trevi Sedan,1165
2011,10.425564,2016,Chrysler,Voyager Mpv,2091.6666666666665
1985,NA,1993,Lancia,Ypsilon Hatchback,732.1741293532339
1993,5.158461,1996,Lancia,Ypsilon Hatchback,798.625
1996,6.29187,2000,Lancia,Ypsilon Hatchback,880.1
2000,6.29187,2003,Lancia,Ypsilon Hatchback,857.2222222222222
2003,6.437712,2006,Lancia,Ypsilon Hatchback,974.3478260869565
2006,6.49224,2011,Lancia,Ypsilon Hatchback,953.3333333333334
2011,6.400772,2015,Lancia,Ypsilon Hatchback,967.5
2015,6.430812,NA,Lancia,Ypsilon Hatchback,979.5454545454545
1995,8.1801,2001,Lancia,Zeta Mpv,1558
1991,8.23221,2002,Land Rover,Defender 110 Suv,1970.6
2002,8.23221,2007,Land Rover,Defender 110 Suv,1954
2007,8.30381,2011,Land Rover,Defender 110 Suv,1940
2011,8.56515,2016,Land Rover,Defender 110 Suv,1987
1996,6.95057,2002,Land Rover,Defender 90 Suv,1724.3333333333333
2002,6.95057,2007,Land Rover,Defender 90 Suv,1745.2
2007,7.02038,2011,Land Rover,Defender 90 Suv,1795
2011,7.2316,2016,Land Rover,Defender 90 Suv,1812
1990,8.106153,1994,Land Rover,Discovery Suv,1886
1990,8.106153,1994,Land Rover,Discovery Suv,1924.2857142857142
1994,8.039812,1999,Land Rover,Discovery Suv,1992
1994,8.039812,1999,Land Rover,Discovery Suv,2010.2272727272727
1999,8.868925,2002,Land Rover,Discovery Suv,2022.5
2002,8.868925,2004,Land Rover,Discovery Suv,2175
2004,9.259025,2009,Land Rover,Discovery Suv,2408.25
2009,9.26477,2013,Land Rover,Discovery Suv,2473.5
2013,9.247535,NA,Land Rover,Discovery Suv,2544.7
2016,9.6418,NA,Land Rover,Discovery Suv,2147.190476190476
2014,8.715105,NA,Land Rover,Discovery Sport Suv,1763.9032258064517
2019,8.711315,NA,Land Rover,Discovery Sport Suv,1953.875
2007,8.595,NA,Land Rover,Freelander Suv,1770.3125
2012,8.595,2014,Land Rover,Freelander Suv,1742.8947368421052
1998,7.90951,2000,Land Rover,Freelander Hardback Suv,1405
2000,7.919287083333334,2002,Land Rover,Freelander Hardback Suv,1526
2002,7.919287083333334,2003,Land Rover,Freelander Hardback Suv,1526
2003,8.028083571428573,2007,Land Rover,Freelander Hardback Suv,1552.642857142857
2002,7.919287083333334,2003,Land Rover,Freelander Softback Suv,1526
1998,7.90951,2000,Land Rover,Freelander Station Wagon Suv,1388.3333333333333
2000,7.919287083333334,2002,Land Rover,Freelander Station Wagon Suv,1526
2002,7.924175625,2003,Land Rover,Freelander Station Wagon Suv,1526
2003,8.027700096774193,2007,Land Rover,Freelander Station Wagon Suv,1543.6774193548388
1988,8.14996,1993,Land Rover,Range Rover Suv,1885.3333333333333
1988,8.178087272727273,1995,Land Rover,Range Rover Suv,2011.2727272727273
1994,8.902857,2002,Land Rover,Range Rover Suv,2017.5714285714287
2002,9.6822,2005,Land Rover,Range Rover Suv,2437.5
2005,9.6822,2009,Land Rover,Range Rover Suv,2557.133333333333
2009,10.113048,2013,Land Rover,Range Rover Suv,2564
2013,10.09892325,NA,Land Rover,Range Rover Suv,2390.5
2017,10.12569375,NA,Land Rover,Range Rover Suv,2407.84375
2011,8.260305,2013,Land Rover,Range Rover Evoque Suv,1623.75
2013,8.269543125,NA,Land Rover,Range Rover Evoque Suv,1690.90625
2019,8.283045,NA,Land Rover,Range Rover Evoque Suv,1897.5
2016,8.303,NA,Land Rover,Range Rover Evoque Convertible Convertible,1981.7272727272727
2011,8.260305,2013,Land Rover,Range Rover Evoque Coupe Suv,1593.75
2013,8.269543125,NA,Land Rover,Range Rover Evoque Coupe Suv,1635
2005,9.231264,2009,Land Rover,Range Rover Sport Suv,2508.75
2009,9.221624,2013,Land Rover,Range Rover Sport Suv,2562.823529411765
2013,9.6224,NA,Land Rover,Range Rover Sport Suv,2212.90625
2017,9.679936,NA,Land Rover,Range Rover Sport Suv,2249
2017,9.36585,NA,Land Rover,Range Rover Velar Suv,1862.15625
2010,7.79688,NA,Landwind,CV9 Mpv,1276.3333333333333
2005,8.541,2008,Galloper,Suv,1806.6666666666667
2011,7.6248,2014,Lexus,CT Hatchback,1371.6666666666667
2014,7.67775,NA,Lexus,CT Hatchback,1370
2018,7.67775,NA,Lexus,CT Hatchback,1379.2857142857142
2018,9.278375,NA,Lexus,ES Sedan,1655
1993,8.912175,1997,Lexus,GS Sedan,1675
1997,8.649,2000,Lexus,GS Sedan,1730
2000,8.649,2005,Lexus,GS Sedan,1646.25
2005,8.757375,2007,Lexus,GS Sedan,1715
2007,8.757375,2012,Lexus,GS Sedan,1716
2012,8.924,2016,Lexus,GS Sedan,1756.5384615384614
2016,8.989086111111112,NA,Lexus,GS Sedan,1753.888888888889
1999,7.59,2005,Lexus,IS Sedan,1383.3333333333333
2005,8.24893125,2009,Lexus,IS Sedan,1578.125
2009,8.259609677419355,2013,Lexus,IS Sedan,1541.4516129032259
2013,8.44365,NA,Lexus,IS Sedan,1595
2017,8.4708,NA,Lexus,IS Sedan,1595
2009,8.343,2013,Lexus,IS C Convertible,1705
2001,7.771125,2005,Lexus,IS SportCross Sedan,1441.6666666666667
2017,9.1584,NA,Lexus,LC Coupe,1935
1990,9.15915,1995,Lexus,LS Sedan,1796
1995,9.15915,1997,Lexus,LS Sedan,1670
1997,9.15915,2000,Lexus,LS Sedan,1755
2000,9.15915,2003,Lexus,LS Sedan,1830
2003,9.19575,2006,Lexus,LS Sedan,1815
2006,9.495535714285715,2010,Lexus,LS Sedan,2145
2010,9.600000000000001,2013,Lexus,LS Sedan,2320
2013,9.61875,NA,Lexus,LS Sedan,2261.6666666666665
2018,9.9465,NA,Lexus,LS Sedan,2270.8333333333335
2014,8.54235,NA,Lexus,NX Suv,1613.9285714285713
2017,8.54235,NA,Lexus,NX Suv,1736.7857142857142
2015,8.656767857142857,NA,Lexus,RC Coupe,1717.142857142857
2018,8.648,NA,Lexus,RC Coupe,1710
2000,8.3127,2003,Lexus,RX Suv,1765
2003,8.756831250000001,2009,Lexus,RX Suv,1885
2009,8.99145,2012,Lexus,RX Suv,2023.8461538461538
2012,8.99145,2015,Lexus,RX Suv,2067
2015,9.34993,NA,Lexus,RX Suv,2122
2001,8.239875,2010,Lexus,SC Convertible,1740
2019,8.2708,NA,Lexus,UX Suv,1521.6666666666667
1995,9.7988,1998,Lincoln,Continental Sedan,1760
1988,9.62808,1995,Lincoln,Continental Signature Series Sedan,1645
1993,9.958225,1996,Lincoln,Mark VIII Coupe,1695
2001,10.56006,2003,Lincoln,Navigator Suv,2595
1994,10.85868,1996,Lincoln,Town Car Sedan,1825
1997,NA,2001,Lotus,Elise Convertible,696.25
2001,6.506415,2010,Lotus,Elise Convertible,779.4
2010,6.573456,NA,Lotus,Elise Convertible,877.4
1997,8.22402025,2003,Lotus,Esprit Coupe,1350
2006,6.6846,2011,Lotus,Europa Coupe,995
