from_year,area.avg,to_year,model,group,weight
2010,8.502645,2013,Renault,Laguna Hatchback,1339.388888888889
2013,8.502645,2015,Renault,Laguna Hatchback,1338.7142857142858
1995,8.09424,1998,Renault,Laguna Break Wagon,1314.7058823529412
1998,8.108256,2000,Renault,Laguna Break Hatchback,1450
1998,8.108256,2001,Renault,Laguna Break Wagon,1332.258064516129
2008,8.49669,2011,Renault,Laguna Coupe Coupe,1489.3636363636363
2012,8.49669,2013,Renault,Laguna Coupe Coupe,1434
2013,8.49669,2015,Renault,Laguna Coupe Coupe,1428.5
2007,8.694611,2010,Renault,Laguna Estate Wagon,1466.5238095238096
2010,8.698233,2013,Renault,Laguna Estate Wagon,1379.6818181818182
2013,8.698233,2015,Renault,Laguna Estate Wagon,1367.7142857142858
2001,8.216802,2005,Renault,Laguna Grand Tour Wagon,1372.5806451612902
2005,8.31954,2007,Renault,Laguna Grand Tour Wagon,1385.6451612903227
2011,10.96686,2014,Renault,Master Combi Minivan,2010.5
2015,10.96686,NA,Renault,Master Combi Minivan,2012.35
1996,7.015171,1999,Renault,Megane Hatchback,1056.1764705882354
1999,7.070472,2000,Renault,Megane Hatchback,1079.4117647058824
2000,7.070472,2002,Renault,Megane Hatchback,1090.576923076923
2002,7.479393,2006,Renault,Megane Hatchback,1157.9032258064517
2002,7.479393,2006,Renault,Megane Hatchback,1178.8709677419354
2006,7.480482129032258,2008,Renault,Megane Hatchback,1210.6451612903227
2006,7.480482129032258,2008,Renault,Megane Hatchback,1230.8064516129032
2008,7.76536,2012,Renault,Megane Hatchback,1217.5483870967741
2012,7.76536,2013,Renault,Megane Hatchback,1232.4516129032259
2013,7.778016,2016,Renault,Megane Hatchback,1215.1851851851852
2016,7.9256712903225806,NA,Renault,Megane Hatchback,1247.032258064516
1999,7.534026,2000,Renault,Megane Break Wagon,1147.0588235294117
2000,7.534026,2003,Renault,Megane Break Wagon,1159.6153846153845
1997,6.839544,1999,Renault,Megane Cabriolet Convertible,1120
1999,6.929538,2000,Renault,Megane Cabriolet Convertible,1122.857142857143
2000,6.929538,2003,Renault,Megane Cabriolet Convertible,1121.6666666666667
1996,6.678769,1999,Renault,Megane Coupe Coupe,1047.5
1999,6.735966,2000,Renault,Megane Coupe Coupe,1054.090909090909
2000,6.735966,2002,Renault,Megane Coupe Coupe,1059.6666666666667
2009,7.76536,2012,Renault,Megane Coupe Coupe,1229.483870967742
2012,7.761497806451613,2013,Renault,Megane Coupe Coupe,1221.1290322580646
2013,7.7892045,2016,Renault,Megane Coupe Coupe,1212.375
2003,7.738835,2006,Renault,Megane Coupe-Cabriolet Convertible,1361.9354838709678
2006,7.738835,2009,Renault,Megane Coupe-Cabriolet Convertible,1374.8387096774193
2010,8.122335,2012,Renault,Megane Coupe-Cabriolet Convertible,1486
2013,8.122335,2014,Renault,Megane Coupe-Cabriolet Convertible,1494.2
2014,8.122335,2016,Renault,Megane Coupe-Cabriolet Convertible,1490
2009,8.224436,2012,Renault,Megane Estate Wagon,1275.7096774193549
2012,8.224436,2013,Renault,Megane Estate Wagon,1279.0645161290322
2013,8.238868,2016,Renault,Megane Estate Wagon,1272.148148148148
2016,8.391564,NA,Renault,Megane Estate Wagon,1301.6774193548388
2003,7.992946,2006,Renault,Megane Grand Tour Wagon,1231.4516129032259
2006,7.992946,2009,Renault,Megane Grand Tour Wagon,1254.3548387096773
1996,7.106346,1999,Renault,Megane Scenic Mpv,1234.7619047619048
1996,7.4756,1999,Renault,Megane Sedan Sedan,1169.1176470588234
1999,7.532328,2000,Renault,Megane Sedan Sedan,1094.7058823529412
2000,7.532328,2003,Renault,Megane Sedan Sedan,1099.2307692307693
2003,7.992946,2006,Renault,Megane Sedan Sedan,1204.6774193548388
2006,7.992946,2008,Renault,Megane Sedan Sedan,1241.6129032258063
2004,6.42744,2007,Renault,Modus Mpv,1131.1290322580646
2008,6.56643,2012,Renault,Modus Mpv,1090.4166666666667
1993,8.100118,1995,Renault,Nevada Wagon,1176.8125
1992,8.613301263157895,1995,Renault,Safrane Hatchback,1485.3684210526317
1995,8.611086857142858,1996,Renault,Safrane Hatchback,1475.0714285714287
1996,8.658688,2000,Renault,Safrane Hatchback,1512.75
1999,7.078962,2001,Renault,Scenic Mpv,1258
2001,7.078962,2003,Renault,Scenic Mpv,1253.225806451613
2003,7.687495,2006,Renault,Scenic Mpv,1347.0967741935483
2006,7.694715,2009,Renault,Scenic Mpv,1370.967741935484
2009,8.01468,2012,Renault,Scenic Mpv,1361.483870967742
2012,8.05527,2013,Renault,Scenic Mpv,1343.4814814814815
2013,8.05527,NA,Renault,Scenic Mpv,1334.2
2016,8.221596,NA,Renault,Scenic Mpv,1449.6129032258063
2000,7.93254,2001,Renault,Scenic RX4 Mpv,1450
2001,7.93254,2003,Renault,Scenic RX4 Mpv,1450
2013,8.06634,2015,Renault,Scenic XMod Mpv,1346
1996,6.94485,1998,Renault,Sport Spider Convertible,930
2016,9.060912,NA,Renault,Talisman Sedan,1452.9032258064517
2016,9.09942,NA,Renault,Talisman Estate Wagon,1495.8709677419354
2011,9.485728,2014,Renault,Trafic Passenger Minivan,1785
2015,10.131385935483872,NA,Renault,Trafic Passenger Minivan,1841.516129032258
1993,5.59579,1998,Renault,Twingo Hatchback,790.625
1998,5.60557,2000,Renault,Twingo Hatchback,805
2000,5.59579,2002,Renault,Twingo Hatchback,817.3684210526316
2002,5.59579,2004,Renault,Twingo Hatchback,811.4285714285714
2004,5.59579,2007,Renault,Twingo Hatchback,803.6363636363636
2007,5.9544,2012,Renault,Twingo Hatchback,909.4333333333333
2012,6.0995384999999995,2014,Renault,Twingo Hatchback,893.1875
2014,5.920965,NA,Renault,Twingo Hatchback,888.1052631578947
2019,5.2675292,NA,Renault,Twingo Hatchback,825.2
2012,3.263848,NA,Renault,Twizy Hatchback,474
2002,9.0396,2005,Renault,Vel Satis Hatchback,1653.409090909091
2005,9.0396,2009,Renault,Vel Satis Hatchback,1660.1923076923076
2010,6.473937,2013,Renault,Wind Coupe,1120
2010,6.473937,NA,Renault,Wind Convertible,1120
2013,7.06532,NA,Renault,Zoe Hatchback,1403
2016,7.06532,NA,Renault,Zoe Hatchback,1422.6363636363637
2000,10.32355,2003,Rolls-Royce,Corniche Convertible,2735
2016,10.289895,NA,Rolls-Royce,Dawn Convertible,2460
2010,10.682832,NA,Rolls-Royce,Ghost Sedan,2365
2000,10.89485,2003,Rolls-Royce,Park Ward Sedan,2450
2003,11.78876,NA,Rolls-Royce,Phantom Sedan,2555
2013,11.151044,NA,Rolls-Royce,Phantom Coupe Coupe,2565
2013,11.151044,NA,Rolls-Royce,Phantom Drophead Coupe Coupe,2605
1996,10.180365,1998,Rolls-Royce,Silver Dawn Sedan,2350
1998,10.4027,2003,Rolls-Royce,Silver Seraph Sedan,2350
1994,9.940716,1998,Rolls-Royce,Silver Spirit Sedan,2350
1994,10.708725000000001,1998,Rolls-Royce,Silver Spur III Sedan,2510
2014,10.258743,NA,Rolls-Royce,Wraith Coupe,2335
1990,5.49276,1995,Rover,100-serie Hatchback,833.875
1995,5.5614,1997,Rover,100-serie Hatchback,816.25
1995,5.5614,1996,Rover,100-serie Hatchback,818
1995,5.5614,1996,Rover,100-serie Cabriolet Convertible,865
1985,6.745188,1990,Mercedes,200-serie Sedan,915.5714285714286
1990,7.0896,1996,Rover,200-serie Hatchback,1086.1818181818182
1991,7.0896,1995,Rover,200-serie Hatchback,1065
1996,6.706424,1999,Rover,200-serie Hatchback,1027.5454545454545
1996,6.706424,1999,Rover,200-serie Hatchback,1050.75
1992,7.0896,1996,Rover,200-serie Cabriolet Convertible,1091.5
1997,7.0896,1999,Rover,200-serie Cabriolet Convertible,1093
1993,7.1736,1996,Mercedes,200-serie Coupe Coupe,1139
1999,6.73512,2004,Renault,25 Hatchback,1065.4411764705883
1999,6.73512,2004,Renault,25 Hatchback,1066.6176470588234
2004,6.73512,2005,Renault,25 Hatchback,1062.857142857143
2004,6.73512,2005,Renault,25 Hatchback,1062.857142857143
1991,7.3416,1995,Rover,400-serie Sedan,1072.875
1995,7.313925,1999,Rover,400-serie Hatchback,1120
1996,7.61055,1999,Rover,400-serie Sedan,1142.7777777777778
1999,7.3902,2004,Rover,45 Hatchback,1257.0454545454545
1999,7.6614,2004,Rover,45 Sedan,1260.7142857142858
2004,7.359708,2005,Rover,45 Hatchback,1261
2004,7.61812,2005,Rover,45 Sedan,1261
1993,7.966175,1999,Rover,600-serie Sedan,1254.9333333333334
1999,8.440166,2004,Alfa Romeo,75 Sedan,1445
2004,8.459260173913043,2005,Alfa Romeo,75 Sedan,1482.8260869565217
2001,8.520176,2004,Rover,75 Tourer Wagon,1508.3870967741937
2004,8.51662,2005,Rover,75 Tourer Wagon,1537.258064516129
1986,8.07368,1992,Rover,800-serie Sedan,1319.25
1988,8.07368,1992,Rover,800-serie Hatchback,1346.111111111111
1992,8.44586,1994,Rover,800-serie Hatchback,1366.5
1992,8.44586,1998,Rover,800-serie Sedan,1342.5
1993,8.44586,1995,Rover,800-serie Coupe Coupe,1402
2005,NA,2005,Rover,City Hatchback,1030
1991,7.64028,1995,Rover,Estate Wagon,1154.2222222222222
1991,4.392,1996,Austin,Mini Hatchback,627.5
1980,8.319,1982,Rover,SD1 Hatchback,1364
1982,8.3621096,1986,Rover,SD1 Hatchback,1399
2003,6.71824,2005,Rover,Streetwise Hatchback,1052.5
2003,6.71824,2005,Rover,Streetwise Hatchback,1052.5
1995,7.3416,1999,Rover,Tourer Wagon,1082.5
1998,7.9228682903225804,2002,Saab,9-3 Hatchback,1336.9354838709678
1998,7.922537129032258,2003,Saab,9-3 Cabriolet Convertible,1371.2903225806451
2003,8.16687,2007,Saab,9-3 Cabriolet Convertible,1578.611111111111
2007,8.27166,2010,Saab,9-3 Cabriolet Convertible,1594.1935483870968
2010,8.27166,2011,Saab,9-3 Cabriolet Convertible,1611.4516129032259
2011,8.27166,2011,Saab,9-3 Cabriolet Convertible,1592.5862068965516
1998,7.9228682903225804,2002,Saab,9-3 Coupe Coupe,1316.9354838709678
2005,8.200348,2007,Saab,9-3 Sport Estate Wagon,1482.5806451612902
2007,8.41534,2010,Saab,9-3 Sport Estate Wagon,1472.258064516129
2010,8.41534,2011,Saab,9-3 Sport Estate Wagon,1516.774193548387
2011,8.41534,2011,Saab,9-3 Sport Estate Wagon,1506.6129032258063
2002,8.16687,2007,Saab,9-3 Sport Sedan Sedan,1421.4516129032259
2007,8.373894,2010,Saab,9-3 Sport Sedan Sedan,1434.516129032258
2010,8.373894,2011,Saab,9-3 Sport Sedan Sedan,1467.0967741935483
2011,8.373894,2011,Saab,9-3 Sport Sedan Sedan,1472.258064516129
2009,8.45138,2010,Saab,9-3X Wagon,1533
2010,8.45138,2011,Saab,9-3X Wagon,1565.8333333333333
2011,8.45138,2011,Saab,9-3X Wagon,1575
2011,9.19734,2011,Saab,9-4X Wagon,2072.5
1997,8.61056,2001,Saab,9-5 Sedan,1517.8846153846155
2001,8.649984,2005,Saab,9-5 Sedan,1510.3225806451612
2010,9.354944,2011,Saab,9-5 Sedan,1725
1999,8.615936,2001,Saab,9-5 Estate Wagon,1605.7692307692307
2001,8.651776,2005,Saab,9-5 Estate Wagon,1559.032258064516
2011,9.35868,2011,Saab,9-5 Estate Wagon,1818.8709677419354
2005,8.675072,2010,Saab,9-5 Sport Estate Wagon,1548.8709677419354
2005,8.666112,2010,Saab,9-5 Sport Sedan Sedan,1497.5806451612902
2005,9.216936,2008,Saab,9-7X Suv,1900
1984,7.73851,1987,Alfa Romeo,90 Sedan,1125
1981,8.0106,1984,Saab,900 Hatchback,1205
1983,8.0106,1984,Saab,900 Hatchback,1218.75
1980,8.048155555555555,1984,Saab,900 Sedan,1208.888888888889
1984,7.9523424,1994,Saab,900 Hatchback,1205.55
1984,7.954401916666667,1993,Saab,900 Hatchback,1227.1666666666667
1984,7.93455,1989,Saab,900 Sedan,1175.875
1984,7.9928550000000005,1991,Saab,900 Sedan,1218.5
1984,8.0106,1984,Saab,900 Sedan,1145
1993,7.933907,1998,Saab,900 Hatchback,1340.357142857143
1986,7.92942323076923,1994,Saab,900 Cabrio Convertible,1297.7692307692307
1994,7.933907,1998,Saab,900 Cabriolet Convertible,1390.5555555555557
1994,7.933907,1998,Saab,900 Coupe Coupe,1326.4285714285713
1985,8.2587,1991,Saab,9000 Hatchback,1352.857142857143
1988,8.442754666666668,1994,Saab,9000 CD Sedan,1365
1994,8.523732,1997,Saab,9000 CD Sedan,1382.7272727272727
1991,8.465058,1998,Saab,9000 CS Hatchback,1400.967741935484
1981,7.5712,1984,Saab,99 Sedan,1117.5
1981,7.5712,1984,Saab,99 Sedan,1152.5
1996,8.3622,2000,Seat,Alhambra Mpv,1607.75
2000,8.38754,2010,Seat,Alhambra Mpv,1599.6333333333334
2010,9.242016,2015,Seat,Alhambra Mpv,1671.7666666666667
2015,9.242016,NA,Seat,Alhambra Mpv,1713.6451612903227
2004,7.56704,2009,Seat,Altea Mpv,1373.4516129032259
2009,7.56704,2013,Seat,Altea Mpv,1382.2903225806451
2007,8.033484,2009,Seat,Altea FreeTrack Wagon,1527.75
2009,8.033484,2013,Seat,Altea FreeTrack Wagon,1495.625
2006,7.897656,2009,Seat,Altea XL Stationwagon Wagon,1388.0967741935483
2009,7.897656,2013,Seat,Altea XL Stationwagon Wagon,1412.8064516129032
2017,7.068667096774194,NA,Seat,Arona Suv,1110.4516129032259
1997,5.797143,2001,Seat,Arosa Hatchback,895.3684210526316
2001,5.820089,2004,Seat,Arosa Hatchback,904.25
2016,7.840573,NA,Seat,Ateca Suv,1315.1290322580646
1994,6.73876,1996,Seat,Cordoba Sedan,992.3076923076923
1996,6.79616,1999,Seat,Cordoba Sedan,1022.5
1999,6.82732,2003,Seat,Cordoba Sedan,1086.75
1999,6.82732,2003,Seat,Cordoba 2-drs Coupe,1115
2003,7.26744,2006,Seat,Cordoba Sedan,1103.9259259259259
2006,7.26744,2009,Seat,Cordoba Sedan,1086.421052631579
1996,6.79288,1999,Seat,Cordoba SX Coupe,1040.625
1998,6.79616,1999,Seat,Cordoba Vario Wagon,1055
1999,6.82732,2003,Seat,Cordoba Vario Wagon,1102.8947368421052
2018,8.056216,NA,Seat,Cupra Ateca Suv,1515
2009,8.259292,2012,Seat,Exeo Sedan,1393.3870967741937
2012,8.259292,2013,Seat,Exeo Sedan,1411.3157894736842
2009,8.268152,2012,Seat,Exeo ST Wagon,1405.967741935484
2012,8.268152,2013,Seat,Exeo ST Wagon,1449.5
1984,5.700096,1986,Seat,Fura Hatchback,720
1984,5.700096,1986,Seat,Fura Hatchback,740
1984,5.856911666666666,1991,Seat,Ibiza Hatchback,896.4166666666666
1987,5.85718,1991,Seat,Ibiza Hatchback,904.4
1991,5.92963,1993,Seat,Ibiza Hatchback,903.375
1991,5.92963,1993,Seat,Ibiza Hatchback,919
1993,6.25332,1996,Seat,Ibiza Hatchback,922.3809523809524
1993,6.25332,1996,Seat,Ibiza Hatchback,952.3529411764706
1996,6.31892,1999,Seat,Ibiza Hatchback,976.6129032258065
1996,6.31892,1999,Seat,Ibiza Hatchback,993.8709677419355
1999,6.35828,2002,Seat,Ibiza Hatchback,1022.3461538461538
1999,6.35828,2002,Seat,Ibiza Hatchback,1043.8095238095239
2002,6.712194,2006,Seat,Ibiza Hatchback,1074.4193548387098
2002,6.712194,2006,Seat,Ibiza Hatchback,1092.483870967742
2006,6.752946,2009,Seat,Ibiza Hatchback,1075.5483870967741
2006,6.752946,2009,Seat,Ibiza Hatchback,1093.6666666666667
2008,6.860036,2012,Seat,Ibiza Hatchback,1029.3870967741937
2012,6.860036,2015,Seat,Ibiza Hatchback,1022
2015,6.892113894736842,2017,Seat,Ibiza Hatchback,1027.9473684210527
2017,7.074868387096774,NA,Seat,Ibiza Hatchback,1086.8709677419354
2008,6.8305450322580645,2012,Seat,Ibiza SC Hatchback,1032.0967741935483
2012,6.832511096774193,2015,Seat,Ibiza SC Hatchback,1025.516129032258
2015,6.86350665,NA,Seat,Ibiza SC Hatchback,1034.55
2010,7.156311,2012,Seat,Ibiza ST Wagon,1065.2777777777778
2012,7.156311,2015,Seat,Ibiza ST Wagon,1073.4516129032259
2015,7.173353866666666,2017,Seat,Ibiza ST Wagon,1081.4
2000,7.288528,2006,Seat,Leon Hatchback,1211.1935483870968
2005,7.62892,2009,Seat,Leon Hatchback,1264.6451612903227
2009,7.62892,2012,Seat,Leon Hatchback,1252.5806451612902
2013,7.746294451612903,NA,Seat,Leon Hatchback,1177.8387096774193
2017,7.773710193548387,NA,Seat,Leon Hatchback,1196.225806451613
2013,7.658752258064516,NA,Seat,Leon SC Hatchback,1159.8709677419354
2017,7.681640000000001,NA,Seat,Leon SC Hatchback,1244.4
2013,8.238371870967741,NA,Seat,Leon ST Wagon,1234.225806451613
2017,8.259929548387097,NA,Seat,Leon ST Wagon,1242.967741935484
1985,7.05045,1992,Seat,Malaga Sedan,935.2857142857143
1986,5.0972625,1998,Seat,Marbella Hatchback,709.375
2012,5.837037,NA,Seat,Mii Hatchback,842.1612903225806
2012,5.616931258064516,NA,Seat,Mii Hatchback,819.9354838709677
1983,6.61815,1987,Seat,Ronda Hatchback,NA
2019,8.707665,NA,Seat,Tarraco Suv,1620.875
1991,7.181502,1995,Seat,Toledo Hatchback,1043.8461538461538
1995,7.181502,1999,Seat,Toledo Hatchback,1119.642857142857
1999,7.732738,2004,Seat,Toledo Sedan,1237.6666666666667
2004,7.881744,2009,Seat,Toledo Mpv,1390.774193548387
2013,7.646292,NA,Seat,Toledo Hatchback,1113.8709677419354
1982,NA,1983,Skoda,105 Coupe,NA
1983,6.762,1989,Skoda,105 Sedan,902
1983,6.762,1990,Skoda,120/130 Sedan,934
1985,6.762,1990,Skoda,136 R Coupe Coupe,928
2012,5.846883,NA,Skoda,Citigo Hatchback,843.1290322580645
2012,5.861135,NA,Skoda,Citigo Hatchback,848.3870967741935
2016,5.861135,2017,Skoda,Citigo Hatchback,857.2222222222222
2017,5.37116,NA,Skoda,Citigo Hatchback,808
2000,6.51816,2004,Skoda,Fabia Hatchback,1068.4193548387098
2004,6.520390064516129,2007,Skoda,Fabia Hatchback,1075.1612903225807
2007,6.554864,2010,Skoda,Fabia Hatchback,1075.967741935484
2010,6.568,2015,Skoda,Fabia Hatchback,1051.8387096774193
2015,6.914144,NA,Skoda,Fabia Hatchback,1031.225806451613
2018,6.922804,NA,Skoda,Fabia Hatchback,1021.2307692307693
2001,6.949412,2004,Skoda,Fabia Combi Wagon,1104.1935483870968
2004,6.949412,2008,Skoda,Fabia Combi Wagon,1107.0967741935483
2008,6.960438,2010,Skoda,Fabia Combi Wagon,1111.6129032258063
2010,6.973574,2015,Skoda,Fabia Combi Wagon,1068.6451612903227
2015,7.373124,NA,Skoda,Fabia Combi Wagon,1072.4516129032259
2018,7.381784,NA,Skoda,Fabia Combi Wagon,1044.1333333333334
2001,6.949412,2004,Skoda,Fabia Sedan Sedan,1099.516129032258
2004,6.949412,2006,Skoda,Fabia Sedan Sedan,1104.4736842105262
1989,6.1803,1995,Skoda,Favorit Hatchback,849.4285714285714
1991,6.8283,1994,Skoda,Favorit Estate Wagon,900
1995,6.302925,1998,Skoda,Felicia Hatchback,935.375
1998,6.31437,2001,Skoda,Felicia Hatchback,986.25
1995,6.875175,1998,Skoda,Felicia Combi Wagon,1010
1998,6.927495,2001,Skoda,Felicia Combi Wagon,1026.25
1994,6.8283,1995,Skoda,Forman Wagon,920
2018,8.067262,NA,Skoda,Karoq Suv,1294.967741935484
2017,8.839754,NA,Skoda,Kodiaq Suv,1546.4516129032259
1997,7.808541,2000,Skoda,Octavia Hatchback,1272.6666666666667
2000,7.801617,2004,Skoda,Octavia Hatchback,1226.774193548387
2004,8.088552774193548,2009,Skoda,Octavia Hatchback,1285.6451612903227
2009,8.085756612903225,2013,Skoda,Octavia Hatchback,1288.8709677419354
2013,8.451426,2015,Skoda,Octavia Hatchback,1181.1290322580646
2017,8.454936967741935,NA,Skoda,Octavia Hatchback,1198.6451612903227
1998,7.808541,2000,Skoda,Octavia Combi Wagon,1295
2000,7.812003,2008,Skoda,Octavia Combi Wagon,1248.5483870967741
2005,8.08906635483871,2009,Skoda,Octavia Combi Wagon,1332.258064516129
2009,8.090770838709677,2013,Skoda,Octavia Combi Wagon,1308.5483870967741
2013,8.451426,2015,Skoda,Octavia Combi Wagon,1209.9032258064517
2017,8.46851270967742,NA,Skoda,Octavia Combi Wagon,1217.6774193548388
2013,7.647998,NA,Skoda,Rapid Hatchback,1093.8709677419354
2013,7.342624,2017,Skoda,Rapid Spaceback Hatchback,1112.3548387096773
2017,7.342624,NA,Skoda,Rapid Spaceback Hatchback,1107.6
2006,7.08122,2010,Skoda,Roomster Mpv,1181.9354838709678
2010,7.102357161290323,2015,Skoda,Roomster Mpv,1144.4516129032259
2019,7.821066,NA,Skoda,Scala Hatchback,1224.8461538461538
2002,8.477295,2006,Skoda,Superb Sedan,1480
2006,8.477295,2008,Skoda,Superb Sedan,1476.258064516129
2008,8.790646,2013,Skoda,Superb Hatchback,1458.774193548387
2013,8.781561,2015,Skoda,Superb Hatchback,1470.9032258064517
2015,9.060904,NA,Skoda,Superb Hatchback,1369.032258064516
2010,8.790646,2013,Skoda,Superb Combi Wagon,1504.3870967741937
2013,8.781561,2015,Skoda,Superb Combi Wagon,1492.9032258064517
2015,9.051584,NA,Skoda,Superb Combi Wagon,1387.0967741935483
2009,7.571839,2014,Skoda,Yeti Suv,1344.032258064516
2014,7.570046,NA,Skoda,Yeti Suv,1289.9032258064517
2014,7.570046,NA,Skoda,Yeti Outdoor Suv,1346.3225806451612
1998,3.7875,2002,Smart,city-coupe Hatchback,721.1111111111111
2002,3.7875,2004,Smart,city-coupe Hatchback,723.125
2000,3.8425,2004,Smart,city-coupe cabrio Convertible,730.7142857142857
2002,4.242396,2003,Smart,crossblade Convertible,740
2004,6.318368,2006,Smart,forfour Hatchback,1000.1612903225806
2014,5.718147096774194,NA,Smart,forfour Hatchback,932.741935483871
2014,4.4866130645161295,NA,Smart,fortwo Hatchback,869.516129032258
2004,3.8425,2007,Smart,fortwo cabrio Convertible,730.8333333333334
2007,4.201505,2010,Smart,fortwo cabrio Convertible,764.2857142857143
2010,4.201505,2012,Smart,fortwo cabrio Convertible,798.1818181818181
2012,4.201505,2016,Smart,fortwo cabrio Convertible,823
2016,4.4866130645161295,NA,Smart,fortwo cabrio Convertible,889.3548387096774
2004,3.7875,2007,Smart,fortwo coupe Hatchback,730
2007,4.201505,2010,Smart,fortwo coupe Hatchback,733.0645161290323
2010,4.201505,2012,Smart,fortwo coupe Hatchback,762.3076923076923
2012,4.201505,2015,Smart,fortwo coupe Hatchback,797.2727272727273
2003,5.534605,2006,Mini,Roadster Convertible,798.4
2003,5.534605,2006,Smart,roadster-coupe Convertible,831
1997,7.942,2001,Spectre,R42 Coupe,1277.5
2006,8.3754,2009,SsangYong,Ssangyong Actyon Suv,1811.7894736842106
2007,9.4335,2009,SsangYong,Ssangyong Actyon Sports Pick-up,1881.2222222222222
2012,9.5309,NA,SsangYong,Ssangyong Actyon Sports Pick-up,1969
1995,6.562,1996,SsangYong,Ssangyong Korando Suv,1510
1997,7.97153,2007,SsangYong,Ssangyong Korando Suv,1794.7368421052631
2011,8.0703,2014,SsangYong,Ssangyong Korando Suv,1601.5714285714287
2014,8.0703,NA,SsangYong,Ssangyong Korando Suv,1617.6296296296296
2005,8.7608,2007,SsangYong,Ssangyong Kyron Suv,1856
2007,8.7608,2009,SsangYong,Ssangyong Kyron Suv,1864.7
1995,8.76264,1998,SsangYong,Ssangyong Musso Suv,1796.4
1998,8.678784,2005,SsangYong,Ssangyong Musso Suv,1870
2002,8.8264,2006,SsangYong,Ssangyong Rexton Suv,1874
2006,8.8264,2009,SsangYong,Ssangyong Rexton Suv,1967.111111111111
2011,8.8264,2013,SsangYong,Ssangyong Rexton Suv,1992
2013,9.0345,NA,SsangYong,Ssangyong Rexton Suv,1965
2005,9.814375,2009,SsangYong,Ssangyong Rodius Mpv,1995.5
2014,9.82395,NA,SsangYong,Ssangyong Rodius Mpv,2053.4117647058824
2015,7.5426105,NA,SsangYong,Ssangyong Tivoli Suv,1314.5833333333333
2016,7.98312,NA,SsangYong,Ssangyong XLV Suv,1372.5
2006,9.121446,2008,Subaru,B9 Tribeca Suv,1873.3333333333333
2012,7.526,NA,Subaru,BRZ Coupe,1208.6
2017,7.526,NA,Subaru,BRZ Coupe,1216.5
1993,4.987875,1999,Subaru,E-Wagon Mpv,930
1997,7.72075,2000,Subaru,Forester Suv,1351.25
2000,7.72075,2002,Subaru,Forester Suv,1321.25
2002,7.72075,2005,Subaru,Forester Suv,1379
2005,7.781475,2008,Subaru,Forester Suv,1393.157894736842
2008,8.1168,2011,Subaru,Forester Suv,1471.923076923077
2011,8.1168,2013,Subaru,Forester Suv,1470
2013,8.248025,NA,Subaru,Forester Suv,1510.3809523809523
2004,6.05085,2007,Subaru,G3X Justy Hatchback,982.5
1993,7.343988888888889,1997,Subaru,Impreza Sedan,1124.4444444444443
1997,7.346671428571429,1998,Subaru,Impreza Sedan,1122.857142857143
1998,7.3346,2000,Subaru,Impreza Sedan,1166
2000,7.62065,2003,Subaru,Impreza Sedan,1316.25
2003,7.6821,2005,Subaru,Impreza Sedan,1296.6666666666667
2005,7.7691,2007,Subaru,Impreza Sedan,1324.1666666666667
2007,7.7167892857142855,2012,Subaru,Impreza Hatchback,1336.6666666666667
1993,7.3515,1997,Subaru,Impreza Plus Wagon,1131.111111111111
1997,7.3515,1998,Subaru,Impreza Plus Wagon,1141.6666666666667
1998,7.330375,2000,Subaru,Impreza Plus Wagon,1186.25
2000,7.466475,2003,Subaru,Impreza Plus Wagon,1299
2003,7.483425,2005,Subaru,Impreza Plus Wagon,1308
2005,7.568175,2007,Subaru,Impreza Plus Wagon,1315.5555555555557
1984,5.426225,1989,Subaru,Justy Hatchback,719.2
1986,5.426225,1989,Subaru,Justy Hatchback,726
1989,5.671825,1996,Subaru,Justy Hatchback,786.875
1989,5.671825,1996,Subaru,Justy Hatchback,785
1996,5.95455,2003,Subaru,Justy Hatchback,845
1997,6.11355,2003,Subaru,Justy Hatchback,890
2007,6.01065,2011,Subaru,Justy Hatchback,890
1981,6.7483125,1986,Subaru,L-serie Sedan,913.5
1981,6.30315,1986,Subaru,L-serie Hatchback,NA
1985,7.2542,1993,Subaru,L-serie Sedan,980
1981,6.88271875,1986,Subaru,L-serie Combi Wagon,NA
1986,7.2542,1993,Subaru,L-serie Coupe Coupe,1053.75
1981,6.758775,1986,Subaru,L-serie Hardtop Coupe,924
1985,7.3206,1993,Subaru,L-serie Stationwagon Wagon,1076
1989,7.68105,1995,Subaru,Legacy Sedan,1239.5
1994,7.788525,1997,Subaru,Legacy Sedan,1178.5714285714287
1997,7.795305,1999,Subaru,Legacy Sedan,1245
1999,7.805475,2002,Subaru,Legacy Sedan,1378
2002,7.805475,2003,Subaru,Legacy Sedan,1390
2003,8.07045,2006,Subaru,Legacy Sedan,1353.3333333333333
2006,8.07045,2009,Subaru,Legacy Sedan,1406.75
2009,8.4194,2012,Subaru,Legacy Sedan,1435.4117647058824
1997,8.0948,1998,Subaru,Legacy Outback Suv,1385
1998,8.2364,2002,Subaru,Legacy Outback Suv,1441.6666666666667
2002,8.2364,2003,Subaru,Legacy Outback Suv,1496.6666666666667
1989,7.8078,1995,Subaru,Legacy Stationwagon Wagon,1295.4545454545455
1994,7.91565,1997,Subaru,Legacy Touring Wagon Wagon,1228.75
1997,7.92243,1998,Subaru,Legacy Touring Wagon Wagon,1312
1998,7.9326,2002,Subaru,Legacy Touring Wagon Wagon,1419
2002,7.9326,2003,Subaru,Legacy Touring Wagon Wagon,1430
